UNK 101011
neighboring 1001010010010101110000011110001010111000010010
nervous 101010001111000000011010001110101110101
norms 100001000110000010100111011010001101011
occupation 10100100011111011101110010110001101100000
peas 010111011110001101000
phases 10010100100111100001101000111110011011
portland 1000011001010110110111000000001100101
preliminary 1001010010011111110110000101100000010010111000101000
promising 1001001100011010001000001001
prospects 1001010010011111011000111010110110100
puerto 1001010010011000101110111101001000111111100111101100101010001110000100
qualified 100101111001011110100100100011100010
rank 1001010011110100110100010111111100110110111101010111000010011010
realism 101101100111000001010001010111111110100011111
realization 10011011010000100110000001101001000001100111
recommendation 01101111101010110011101100111000
relieved 01011101000100100010100101110001010
rigid 100111001111001101101111101111111
ruling 10010111100101111010010010001110000
scarcely 0101111010111010001010101101110111000
seated 10000100000001001010110000000000000000011111001000
seized 010111010111000001000110100101100010100010
seventeen 10111100100111
sitter 0111011111001010111111111
slid 01011101010111011011101000000000100001
specimen 1001101110111101101000110010000101100001001100000110101011011100000011
stupid 10000100011000001010011101101000110100
subjected 100110111011110110100011001000010110000100110000011010101101110000000
swing 1000010000000100101011000000000000000001111100101
tail 10100111010000101010011000100001100011001101010001011
tended 10010111111011011111111101
theresa 101111110111111110100101110010100100011011
tractor 101100011110000001001010000111000101
tribute 100100101001001000110100111011010111101010101010001
tubes 10011011011010010001111001001101000101001010010001000000
undoubtedly 1001011101000110110101110
utopia 1001010001000001001010010111001110010
weekly 1001000011101111110111011
wholly 10010000100100101101100101
wines 0100001110100101101101011101001010010101100000110001011001111110
wishes 0111010100101010001101100010101100110000010110101
workshop 10101000111100000001101000111010111011
zero 10010110011001111011100001000010100010110010110111010000011110
adults 1001010010010010101110001110110111011000111101
amendment 0110111110101011001110110011101
anticipated 100101000100000100101001011100111000
arrival 010110100011000111000000001111010
assessment 1001011100000000111101100000100011101
assumptions 10010111101110011000000111100
attempting 10000111010001100001011110000
attending 10010101101110100011000110111110111
authors 1001000110011110000010000101101110100011011111010011001
bases 10111110100000101110001000110010101101110100111010100
beliefs 1001010011111110101100110010001111100101001100110000
belly 10111001010000111000
boating 010000001100111010000111011000001110000111
bobby 01110010110000011011110111000010001
bowl 0100001011100011011101100110101111101101011111111101001111101
burns 101100100010001000001011100000001010001011010101111
cabin 10111111011111111010010111001010010001100
casey 1011111010000010111000100011001010110111010011101011
cat 1010100011110000000110100011101011100
category 100101001001111101100011101011011011
chairs 01011101010010000100100111010010001
champion 100111001111001101101111101110
channels 100101001001100001001010101101111101010001010001101
circuit 10010111100101111010010010001110001110010
civic 100101001111111010110011001000111110010100110011001
cleared 010111101011101000101010110111011101
colleagues 10010010100100100011010011101101011110101010101001
compete 010000111010010110110101110100101001010110000011000101100111110
continuously 100101100110011110111000010000101000101100101101110100000110
controlling 10000110110100101100
craft 0100000011001110100001110110000011100001101
curiosity 0111000011100100110000010110110010111
dances 1000010001100000101001110110100011011
deck 001000100010100111011110111100
dedicated 1001010011111011110000010000011111110010
degrees 10011011011010010001111001001101000101001010010001010101001111100111101100010000
discrimination 10010100100100101011100011101101110110001111001
displacement 10100111010000101010011000100001100011001101011
dive 000101111111111
douglas 10000100000001001010110000000000000000011111000
eighth 10010100011101011111001110111101000
empirical 10010100010000010010100101110011100111
enable 100001101001000101110000
excited 0101000111110011010010100001110001100010
exercises 01011000111101110001111000010100110
expectations 10010000001111111100000100
farmer 1011101111110
fibers 10011011101111011010001100100001011000010011000001101010110111000001
flower 010100011111001101001010000111000110000
fogg 101010001111000000011010001110101111
fraction 10010100100110000100101010110111110101000101000111
furnished 011011111010101100111011001111
generations 1001000101010001001101100100011010
genius 10100100011111011101110010110001101101
giant 01000000110011101000011101100000111000010
gin 10010100100111110110001110101101100
governmental 10000101011001100010111101101000
grades 10110000110111111001101110000100
habit 011100100010111010111100
happiness 10010100100111111101100001011000000100101110001010010
harder 01011010001100011100000000111100
hearts 1011011101110100110000101100011110
heels 0101100011110111000111100001010010
heights 11010111000100000100000011000010010
historic 100001100101011011011100000000110010011
hollywood 1001110011110011011011111010
hungry 0001000000011000000
hurried 01110101001010100011011000101011001100000101101001
illustration 10010100111011110101101011011100000011110010101
imitation 100100011001111000001000010110111010001101111100
incredible 010011011101011110110101001110001
insects 10101000111100000001101000111010110
jean 100101001001110101
justified 000011100100110100100110011110001001010
killing 100100110001101000100000101
lawyers 1001010010011110000110100011111001101001
lengths 10011011011010010001111001001101000101001010010001010100
lift 010001101101110111011001010011101010010
luncheon 100001100101011011011100000000110011
madison 100101001111010011010001011111110011011011110101011100001001100
maggie 101101110111010011000010110001110
manufacturer 1001010010011111011000111010110111
maryland 101111100010110011110010111101000100000100111100
memorial 10000110010101101101110000000011000
midnight 0101110101011101101110100000000010001
monthly 1001010010011000010010101011011111010100010100011001
musician 1001001101110110100000110001101111101111101000111001010001000101010000
noble 10010011000110100010000011
orange 01011111011101000010010110110110010100
originally 1001001101011001101010110011001011
oxidation 1001010010011001100100110100111010011
pa 10110111011101001100001011000110
pete 00010011010010100
plaster 0100010110101001000100011111001101111001011010011
plates 100101001001100110010011010011101000
plug 100110110110100100011110010011010001010010100100010100
protest 011101010010101000110110001010110011000001011011
publications 100101001001111100101010100101001110010110
quiney 10010011010110011010101100110011
radar 1001011101100111000000110110100100010011
reflects 100100110010011111010111001110001011010000111110111
refrigerator 01011101111000110101
regime 1001010011101111010110101101110000001111001011
